Municipality,Year,Indy_percent,Unio_percent
Mura,1988,91.4,8.6
Mura,1992,84.38,15.62
Mura,1995,80.69,19.31
Mura,1999,78,20.67
Mura,2003,74.03,25.97
Mura,2006,65.07,33.56
Mura,2010,56.43,30
Mura,2012,83.89,13.42
Mura,2015,83.23,11.8
Nalec,1980,72.46,15.94
Nalec,1984,79.75,17.72
Nalec,1988,88.73,11.27
Nalec,1992,91.78,5.48
Nalec,1995,92,8
Nalec,1999,89.55,7.46
Nalec,2003,90.28,9.72
Nalec,2006,88.06,8.96
Nalec,2010,67.65,17.65
Nalec,2012,91.55,7.04
Nalec,2015,88.89,8.33
Naut Aran,1980,24.5,28.06
Naut Aran,1984,82.57,15.35
Naut Aran,1988,64.73,26
Naut Aran,1992,67.86,26.15
Naut Aran,1995,61.05,37.35
Naut Aran,1999,54.61,44.35
Naut Aran,2003,52.32,45.96
Naut Aran,2006,48.36,50.75
Naut Aran,2010,54.9,40.83
Naut Aran,2012,48.86,46.96
Naut Aran,2015,34.6,54.66
Navarcles,1980,33.73,46.17
Navarcles,1984,61.31,35.14
Navarcles,1988,59.34,37.19
Navarcles,1992,61.83,36.76
Navarcles,1995,61.54,38.26
Navarcles,1999,57.51,40.56
Navarcles,2003,57.81,41.39
Navarcles,2006,54.54,43.98
Navarcles,2010,54.06,34.4
Navarcles,2012,61.51,32.96
Navarcles,2015,61.51,35.09
Navàs,1980,47.81,36.53
Navàs,1984,73.77,24.2
Navàs,1988,72.77,23.42
Navàs,1992,74.56,23.5
Navàs,1995,71.68,28.09
Navàs,1999,69.42,29.52
Navàs,2003,71.77,27.45
Navàs,2006,66.77,31.53
Navàs,2010,60.66,24.93
Navàs,2012,72.53,21.75
Navàs,2015,71.87,25.31
Navata,1980,57.93,24.72
Navata,1984,73.62,23.62
Navata,1988,76.13,17.82
Navata,1992,79.53,17.25
Navata,1995,72.46,26.2
Navata,1999,77.13,17.91
Navata,2003,77.17,21.92
Navata,2006,66.97,30.34
Navata,2010,63.65,19.96
Navata,2012,79.56,17.45
Navata,2015,80.03,17.24
Navès,1980,51.23,2.96
Navès,1984,72.22,24.75
Navès,1988,79.21,17.98
Navès,1992,85.28,13.5
Navès,1995,75.98,24.02
Navès,1999,76.88,21.39
Navès,2003,69.89,29.03
Navès,2006,79.38,20
Navès,2010,69.18,19.18
Navès,2012,82.21,15.34
Navès,2015,77.25,16.4
"Nou de Berguedà, la",1980,73.12,15.05
"Nou de Berguedà, la",1984,89.69,7.22
"Nou de Berguedà, la",1988,82.42,15.38
"Nou de Berguedà, la",1992,92.77,6.02
"Nou de Berguedà, la",1995,89.22,10.78
"Nou de Berguedà, la",1999,80.77,17.31
"Nou de Berguedà, la",2003,81.82,18.18
"Nou de Berguedà, la",2006,74.12,24.71
"Nou de Berguedà, la",2010,52.27,31.82
"Nou de Berguedà, la",2012,84.85,13.13
"Nou de Berguedà, la",2015,76.42,17.89
"Nou de Gaià, la",1980,50.67,30.49
"Nou de Gaià, la",1984,80.19,16.51
"Nou de Gaià, la",1988,72.29,21.21
"Nou de Gaià, la",1992,78.8,17.97
"Nou de Gaià, la",1995,78.19,21.81
"Nou de Gaià, la",1999,74.55,24.55
"Nou de Gaià, la",2003,71.95,27.64
"Nou de Gaià, la",2006,68.04,29.22
"Nou de Gaià, la",2010,62.5,27.21
"Nou de Gaià, la",2012,73.72,22.18
"Nou de Gaià, la",2015,72.53,23.77
Nulles,1980,56.6,28.51
Nulles,1984,82.73,12.27
Nulles,1988,80.68,18.36
Nulles,1992,80.77,17.31
Nulles,1995,81.94,18.06
Nulles,1999,73.78,20.44
Nulles,2003,78.11,21.89
Nulles,2006,74.18,22.54
Nulles,2010,65.04,22.76
Nulles,2012,77.21,19.49
Nulles,2015,74.29,21.43
Odèn,1980,46.22,4.2
Odèn,1984,85.03,12.93
Odèn,1988,87.22,6.77
Odèn,1992,94.7,4.64
Odèn,1995,87.2,12.8
Odèn,1999,85.37,13.41
Odèn,2003,90.06,7.18
Odèn,2006,90.85,8.54
Odèn,2010,86.62,7.64
Odèn,2012,91.43,8
Odèn,2015,89.08,8.05
Òdena,1980,33.8,48.15
Òdena,1984,62.08,33.89
Òdena,1988,53.03,43.54
Òdena,1992,52.28,45.32
Òdena,1995,54.89,43.93
Òdena,1999,50.8,47.46
Òdena,2003,50.13,48.88
Òdena,2006,51.23,46.45
Òdena,2010,54.2,35.29
Òdena,2012,54.73,38.82
Òdena,2015,50.95,44.45
Ogassa,1980,22.63,15.79
Ogassa,1984,89.12,8.29
Ogassa,1988,80.36,15.48
Ogassa,1992,80.49,14.02
Ogassa,1995,76,22.86
Ogassa,1999,76.74,22.67
Ogassa,2003,81.1,17.07
Ogassa,2006,76,21.33
Ogassa,2010,67.11,20.39
Ogassa,2012,82.24,15.13
Ogassa,2015,80.98,15.34
Olèrdola,1980,52.11,34.4
Olèrdola,1984,68.28,29.77
Olèrdola,1988,70.11,26.45
Olèrdola,1992,76.31,21.79
Olèrdola,1995,70.04,28.73
Olèrdola,1999,64.96,33.14
Olèrdola,2003,61.85,36.92
Olèrdola,2006,58.36,40.14
Olèrdola,2010,55.06,31.21
Olèrdola,2012,62.57,31.13
Olèrdola,2015,62.2,34.06
Olesa de Bonesvalls,1980,63.83,19.68
Olesa de Bonesvalls,1984,85.56,10.7
Olesa de Bonesvalls,1988,84.42,11.56
Olesa de Bonesvalls,1992,83.56,13.7
Olesa de Bonesvalls,1995,64.23,34.96
Olesa de Bonesvalls,1999,50.83,45.02
Olesa de Bonesvalls,2003,52.58,45.88
Olesa de Bonesvalls,2006,44.78,49.59
Olesa de Bonesvalls,2010,52.19,39.91
Olesa de Bonesvalls,2012,45.32,47.95
Olesa de Bonesvalls,2015,40.13,56.9
Olesa de Montserrat,1980,42.68,45.07
Olesa de Montserrat,1984,50.27,47.38
Olesa de Montserrat,1988,49.24,45.36
Olesa de Montserrat,1992,54.71,42.72
Olesa de Montserrat,1995,53.25,46.02
Olesa de Montserrat,1999,49.44,47.55
Olesa de Montserrat,2003,48.08,50.97
Olesa de Montserrat,2006,45.69,51.72
Olesa de Montserrat,2010,47.07,41.81
Olesa de Montserrat,2012,46.17,46.89
Olesa de Montserrat,2015,45.76,50.9
Oliana,1980,45.1,16.99
Oliana,1984,80.42,15.47
Oliana,1988,75.85,21.53
Oliana,1992,75.37,22.14
Oliana,1995,79.92,19.29
Oliana,1999,70.87,28.2
Oliana,2003,71.45,27.63
Oliana,2006,69.8,29.01
Oliana,2010,68.32,23.49
Oliana,2012,76.82,21.38
Oliana,2015,77.33,18.74
Oliola,1980,58.06,7.26
Oliola,1984,82.39,14.79
Oliola,1988,89.06,10.16
Oliola,1992,89.38,9.73
Oliola,1995,91.15,8.85
Oliola,1999,83.09,15.44
Oliola,2003,80,17.37
Oliola,2006,80.69,18.62
Oliola,2010,75.94,13.53
Oliola,2012,91.24,6.57
Oliola,2015,80.13,16.56
Olius,1980,56.32,4.74
Olius,1984,82.82,15.86
Olius,1988,84.65,11.62
Olius,1992,80.95,13.85
Olius,1995,80.74,18.52
Olius,1999,73.12,24.73
Olius,2003,81.06,18.38
Olius,2006,71.39,28.07
Olius,2010,73.3,13.82
Olius,2012,79.11,18.46
Olius,2015,78.79,17.41
Olivella,1980,13.89,41.67
Olivella,1984,69.7,25.76
Olivella,1988,61.05,27.37
Olivella,1992,47.37,42.11
Olivella,1995,36.86,61.43
Olivella,1999,36.52,61.19
Olivella,2003,36.7,62.21
Olivella,2006,37.37,58.91
Olivella,2010,40.98,50.24
Olivella,2012,42.82,49.44
Olivella,2015,39.86,56.92
Olost,1980,56.88,7.8
Olost,1984,80.29,18.1
Olost,1988,83.48,10.33
Olost,1992,86.27,10.34
Olost,1995,86.68,12.91
Olost,1999,83.15,16.08
Olost,2003,85.29,14.32
Olost,2006,85.48,13.69
Olost,2010,77.93,11.03
Olost,2012,86.27,9.73
Olost,2015,83.1,13
Olot,1980,51.59,24.38
Olot,1984,72.19,25.42
Olot,1988,66.57,28.4
Olot,1992,69.45,28.08
Olot,1995,66.63,32.97
Olot,1999,65.52,32.57
Olot,2003,66.14,32.45
Olot,2006,63.05,34.68
Olot,2010,59.53,25.9
Olot,2012,74.62,21.17
Olot,2015,74.31,23.11
"Oluges, les",1980,65.52,5.75
"Oluges, les",1984,89.81,8.33
"Oluges, les",1988,92,1
"Oluges, les",1992,85.32,13.76
"Oluges, les",1995,85.25,14.75
"Oluges, les",1999,86.49,13.51
"Oluges, les",2003,80.18,14.41
"Oluges, les",2006,75.76,21.21
"Oluges, les",2010,69.41,20
"Oluges, les",2012,80.41,13.4
"Oluges, les",2015,78.3,13.21
Olvan,1980,48.28,31.35
Olvan,1984,41.83,52.84
Olvan,1988,71.45,26
Olvan,1992,74.41,22.88
Olvan,1995,71.81,28.19
Olvan,1999,66.42,32.65
Olvan,2003,71.69,27.76
Olvan,2006,68.31,30.41
Olvan,2010,57.17,22.25
Olvan,2012,80.95,13.92
Olvan,2015,78.96,16.35
"Omellons, els",1980,48.39,17.74
"Omellons, els",1984,69.77,26.36
"Omellons, els",1988,71.76,24.43
"Omellons, els",1992,70.21,22.7
"Omellons, els",1995,64.25,35.2
"Omellons, els",1999,56.8,41.42
"Omellons, els",2003,65.88,34.12
"Omellons, els",2006,61.74,36.91
"Omellons, els",2010,56.82,36.36
"Omellons, els",2012,57.86,37.86
"Omellons, els",2015,55.62,40.62
"Omells de na Gaia, els",1980,53.77,16.04
"Omells de na Gaia, els",1984,80.51,16.95
"Omells de na Gaia, els",1988,70.41,29.59
"Omells de na Gaia, els",1992,72.84,27.16
"Omells de na Gaia, els",1995,66.3,33.7
"Omells de na Gaia, els",1999,58.82,40
"Omells de na Gaia, els",2003,80,18.95
"Omells de na Gaia, els",2006,67.61,32.39
"Omells de na Gaia, els",2010,61.97,23.94
"Omells de na Gaia, els",2012,78.31,15.66
"Omells de na Gaia, els",2015,88.17,10.75
Ordis,1980,44.07,28.81
Ordis,1984,84.66,14.72
Ordis,1988,79.08,15.69
Ordis,1992,82.07,13.1
Ordis,1995,66.48,32.96
Ordis,1999,72.02,26.42
Ordis,2003,68.04,30.59
Ordis,2006,71.86,26.63
Ordis,2010,54.3,25.81
Ordis,2012,81.7,16.52
Ordis,2015,85.28,12.12
Organyà,1980,59.4,13.88
Organyà,1984,88.67,9.67
Organyà,1988,79.19,18.55
Organyà,1992,77.76,21.62
Organyà,1995,76.09,23.75
Organyà,1999,75.13,24.35
Organyà,2003,70.17,29
Organyà,2006,68.96,30.63
Organyà,2010,64.04,26.17
Organyà,2012,76.15,21.56
Organyà,2015,72.81,24.02
Orís,1980,43.78,28.11
Orís,1984,88.76,9.47
Orís,1988,89.68,7.14
Orís,1992,83.33,12.75
Orís,1995,78.91,19.73
Orís,1999,80.29,17.52
Orís,2003,80.39,16.99
Orís,2006,76,20
Orís,2010,65.87,16.17
Orís,2012,80.85,15.43
Orís,2015,80.95,12.99
Oristà,1980,55.18,15.54
Oristà,1984,92.74,6.65
Oristà,1988,90.34,7.19
Oristà,1992,91.7,6.95
Oristà,1995,85.83,13.64
Oristà,1999,85.6,14.13
Oristà,2003,84.88,13.79
Oristà,2006,77.31,21.49
Oristà,2010,76.22,13.24
Oristà,2012,89.61,8.83
Oristà,2015,86.95,8.37
Orpí,1980,74.16,16.85
Orpí,1984,35.94,61.45
Orpí,1988,82.95,12.5
Orpí,1992,86,9
Orpí,1995,91.75,6.19
Orpí,1999,87.88,10.1
Orpí,2003,89.52,10.48
Orpí,2006,87.04,11.11
Orpí,2010,81.48,11.11
Orpí,2012,84.95,6.45
Orpí,2015,91.09,6.93
Òrrius,1980,58.45,19.72
Òrrius,1984,75.39,21.47
Òrrius,1988,76.56,20.83
Òrrius,1992,76.6,21.28
Òrrius,1995,80.48,18.73
Òrrius,1999,77.74,20.89
Òrrius,2003,75.33,22.67
Òrrius,2006,69.23,25.42
Òrrius,2010,58.92,21.53
Òrrius,2012,76.96,19.12
Òrrius,2015,79.56,17.58
Os de Balaguer,1980,31.61,27.46
Os de Balaguer,1984,75.73,19.9
Os de Balaguer,1988,61.68,23.13
Os de Balaguer,1992,62.44,31.95
Os de Balaguer,1995,69.07,30.72
Os de Balaguer,1999,66.88,31.37
Os de Balaguer,2003,71.02,26.73
Os de Balaguer,2006,63.05,36.53
Os de Balaguer,2010,61.84,28.78
Os de Balaguer,2012,72.36,24.47
Os de Balaguer,2015,75.31,21.14
Osor,1980,75.24,17.68
Osor,1984,92.51,5.86
Osor,1988,87.38,11.36
Osor,1992,88.32,9.62
Osor,1995,81.97,16.72
Osor,1999,82.55,15.64
Osor,2003,78.85,19.71
Osor,2006,79.24,18.22
Osor,2010,71.79,17.09
Osor,2012,88.09,8.66
Osor,2015,85.56,11.62
Ossó de Sió,1980,42.42,3.03
Ossó de Sió,1984,69.08,27.63
Ossó de Sió,1988,70.9,23.88
Ossó de Sió,1992,73.08,24.62
Ossó de Sió,1995,71.92,27.4
Ossó de Sió,1999,72.14,26.43
Ossó de Sió,2003,73.78,25.61
Ossó de Sió,2006,58.99,39.57
Ossó de Sió,2010,68.55,20.97
Ossó de Sió,2012,71.77,23.39
Ossó de Sió,2015,72.9,20.65
Pacs del Penedès,1980,52.46,26.23
Pacs del Penedès,1984,72.08,24.37
Pacs del Penedès,1988,71.2,26.18
Pacs del Penedès,1992,69.33,28.99
Pacs del Penedès,1995,70.36,29.04
Pacs del Penedès,1999,64.53,34.92
Pacs del Penedès,2003,60.45,39.1
Pacs del Penedès,2006,57.3,42.25
Pacs del Penedès,2010,62.42,24.63
Pacs del Penedès,2012,63.85,31.43
Pacs del Penedès,2015,61.3,33.39
Palafolls,1980,45.72,36.19
Palafolls,1984,63.56,33.87
Palafolls,1988,54.16,41.12
Palafolls,1992,57.29,39.32
Palafolls,1995,56.37,42.52
Palafolls,1999,48.71,49.46
Palafolls,2003,47.72,50.87
Palafolls,2006,47.56,49.46
Palafolls,2010,46.41,41.74
Palafolls,2012,45.01,47.74
Palafolls,2015,44.52,52.6
Palafrugell,1980,42.25,38.87
Palafrugell,1984,58.02,38.03
Palafrugell,1988,56.55,38.11
Palafrugell,1992,64.87,31.3
Palafrugell,1995,57.65,41.56
Palafrugell,1999,53.62,44.41
Palafrugell,2003,52.83,45.41
Palafrugell,2006,52.53,45.03
Palafrugell,2010,53.16,35.99
Palafrugell,2012,59.74,36.05
Palafrugell,2015,58.36,38.68
Palamós,1980,61.08,22.83
Palamós,1984,67.14,30.06
Palamós,1988,60.05,32.97
Palamós,1992,67.65,28.59
Palamós,1995,60.33,38.84
Palamós,1999,57.72,40.41
Palamós,2003,54.47,43.94
Palamós,2006,53.6,43.52
Palamós,2010,52.84,34.56
Palamós,2012,62.7,32.86
Palamós,2015,60.84,36.46
"Palau d'Anglesola, el",1980,57.33,14.53
"Palau d'Anglesola, el",1984,83.86,13.9
"Palau d'Anglesola, el",1988,82.96,13.23
"Palau d'Anglesola, el",1992,82.58,14.62
"Palau d'Anglesola, el",1995,79.09,20.7
"Palau d'Anglesola, el",1999,76.37,22.64
"Palau d'Anglesola, el",2003,82,17.43
"Palau d'Anglesola, el",2006,72.47,25.98
"Palau d'Anglesola, el",2010,65.87,20.84
"Palau d'Anglesola, el",2012,80.41,16.05
"Palau d'Anglesola, el",2015,79.41,16.79
Palau de Santa Eulàlia,1980,61.76,17.65
Palau de Santa Eulàlia,1984,68.89,20
Palau de Santa Eulàlia,1988,66.67,18.75
Palau de Santa Eulàlia,1992,80.43,6.52
Palau de Santa Eulàlia,1995,77.97,18.64
Palau de Santa Eulàlia,1999,72.22,25.93
Palau de Santa Eulàlia,2003,75.41,24.59
Palau de Santa Eulàlia,2006,70.37,25.93
Palau de Santa Eulàlia,2010,62.96,22.22
Palau de Santa Eulàlia,2012,77.14,15.71
Palau de Santa Eulàlia,2015,74.6,25.4
Palau-sator,1980,57.89,16.45
Palau-sator,1984,95.27,2.37
Palau-sator,1988,86.98,10.06
Palau-sator,1992,84.12,12.35
Palau-sator,1995,81.87,17.03
Palau-sator,1999,71.35,26.49
Palau-sator,2003,81.52,16.85
Palau-sator,2006,85.44,12.03
Palau-sator,2010,72.73,6.99
Palau-sator,2012,91.16,5.52
Palau-sator,2015,88.72,7.18
Palau-saverdera,1980,64.1,5.78
Palau-saverdera,1984,77.56,21.22
Palau-saverdera,1988,80.33,18.2
Palau-saverdera,1992,82.82,16.08
Palau-saverdera,1995,79.07,20.93
Palau-saverdera,1999,77.44,21.41
Palau-saverdera,2003,77.44,21.95
Palau-saverdera,2006,75.33,22.71
Palau-saverdera,2010,66.34,21.01
Palau-saverdera,2012,75.74,20
Palau-saverdera,2015,68.09,29.13
Palau-solità i Plegamans,1980,59.53,31.38
Palau-solità i Plegamans,1984,70.91,25.84
Palau-solità i Plegamans,1988,62.66,32.73
Palau-solità i Plegamans,1992,66.2,29.16
Palau-solità i Plegamans,1995,60.2,38.89
Palau-solità i Plegamans,1999,51.51,45.36
Palau-solità i Plegamans,2003,52.61,46.22
Palau-solità i Plegamans,2006,51.46,45.96
Palau-solità i Plegamans,2010,49.05,42.61
Palau-solità i Plegamans,2012,48.23,45.4
Palau-solità i Plegamans,2015,47.24,49.84
"Pallaresos, els",1980,63.35,19.37
"Pallaresos, els",1984,83.11,13.24
"Pallaresos, els",1988,73.39,20.16
"Pallaresos, els",1992,72.26,19.71
"Pallaresos, els",1995,56.38,42.47
"Pallaresos, els",1999,42.74,53.17
"Pallaresos, els",2003,50.25,48.93
"Pallaresos, els",2006,46.52,51.08
"Pallaresos, els",2010,44.59,45.57
"Pallaresos, els",2012,40.12,52.86
"Pallaresos, els",2015,41.5,54.87
Pallejà,1980,30.64,52.4
Pallejà,1984,39.99,44.9
Pallejà,1988,41.07,52.36
Pallejà,1992,53.1,41.43
Pallejà,1995,50.35,47.71
Pallejà,1999,41.11,55.8
Pallejà,2003,40.52,57.89
Pallejà,2006,39.01,58.21
Pallejà,2010,42.84,47.45
Pallejà,2012,38.39,54.77
Pallejà,2015,36.88,59.09
"Palma d'Ebre, la",1980,24.71,39.54
"Palma d'Ebre, la",1984,65.53,30.38
"Palma d'Ebre, la",1988,66.67,30.38
"Palma d'Ebre, la",1992,70.83,26.04
"Palma d'Ebre, la",1995,67.96,32.04
"Palma d'Ebre, la",1999,61.28,38.72
"Palma d'Ebre, la",2003,73.24,26.42
"Palma d'Ebre, la",2006,64.39,34.85
"Palma d'Ebre, la",2010,62.55,33.74
"Palma d'Ebre, la",2012,83.27,16.73
"Palma d'Ebre, la",2015,85.23,13.64
"Palma de Cervelló, la",1999,58.67,39.41
"Palma de Cervelló, la",2003,59.32,39.75
"Palma de Cervelló, la",2006,55.6,42.09
"Palma de Cervelló, la",2010,59.08,31.11
"Palma de Cervelló, la",2012,60.8,33.08
"Palma de Cervelló, la",2015,62.67,33.25
Palmerola,1980,54.17,25
Palmerola,1984,100,0
Palmerola,1988,76.92,7.69
Palol de Revardit,1980,56.35,11.6
Palol de Revardit,1984,83.67,14.8
Palol de Revardit,1988,82.65,13.27
Palol de Revardit,1992,91.84,7.14
Palol de Revardit,1995,84.19,14.88
Palol de Revardit,1999,88.74,9.09
Palol de Revardit,2003,86.67,9.12
Palol de Revardit,2006,79.04,13.97
Palol de Revardit,2010,76.84,11.4
Palol de Revardit,2012,86.94,9.97
Palol de Revardit,2015,88.31,11.36
Pals,1980,63.49,21.49
Pals,1984,80.82,17.13
Pals,1988,76.37,19.82
Pals,1992,77.1,21.05
Pals,1995,69.68,30.23
Pals,1999,66.43,31.42
Pals,2003,67.74,31.64
Pals,2006,66.7,31.52
Pals,2010,63.45,26.04
Pals,2012,74.64,22.23
Pals,2015,74.17,22.2
"Papiol, el",1980,39.02,41.65
"Papiol, el",1984,49.26,47.14
"Papiol, el",1988,45.92,49.49
"Papiol, el",1992,53,42.91
"Papiol, el",1995,54.84,44.36
"Papiol, el",1999,48.24,49.12
"Papiol, el",2003,50.2,48.96
"Papiol, el",2006,47.94,50.06
"Papiol, el",2010,52.07,38.84
"Papiol, el",2012,54.4,39.93
"Papiol, el",2015,54.99,41.47
Pardines,1980,61.22,18.37
Pardines,1984,94.12,1.47
Pardines,1988,95.59,1.47
Pardines,1992,87.32,9.86
Pardines,1995,87.91,12.09
Pardines,1999,91.21,8.79
Pardines,2003,82.18,17.82
Pardines,2006,87.91,12.09
Pardines,2010,75,8.33
Pardines,2012,88.46,5.77
Pardines,2015,94.34,4.72
Parets del Vallès,1980,37.61,39.86
Parets del Vallès,1984,51.52,43.15
Parets del Vallès,1988,49.89,44.79
Parets del Vallès,1992,51.17,45.35
Parets del Vallès,1995,51.07,47.8
Parets del Vallès,1999,43.23,54.89
Parets del Vallès,2003,43.41,55.21
Parets del Vallès,2006,41.21,56.21
Parets del Vallès,2010,43.24,47.55
Parets del Vallès,2012,39.13,54.03
Parets del Vallès,2015,40.39,56.28
Parlavà,1980,60.94,13.02
Parlavà,1984,92.54,6.14
Parlavà,1988,89.39,8.59
Parlavà,1992,93.97,4.02
Parlavà,1995,88.6,10.96
Parlavà,1999,83.18,16.36
Parlavà,2003,81.02,18.52
Parlavà,2006,75.46,22.69
Parlavà,2010,66.82,13.36
Parlavà,2012,86.28,10.83
Parlavà,2015,93.66,6.34
Passanant i Belltall,1980,57.55,12.26
Passanant i Belltall,1984,86.36,10.61
Passanant i Belltall,1988,85.71,9.77
Passanant i Belltall,1992,87.88,10.1
Passanant i Belltall,1995,85.95,14.05
Passanant i Belltall,1999,78.35,21.65
Passanant i Belltall,2003,82.44,16.79
Passanant i Belltall,2006,79,18
Passanant i Belltall,2010,67.86,19.05
Passanant i Belltall,2012,87.13,10.89
Passanant i Belltall,2015,85.4,10.95
Pau,1980,34.72,17.36
Pau,1984,80.62,10
Pau,1988,65.61,23.57
Pau,1992,76.97,18.42
Pau,1995,65.93,30.77
Pau,1999,69.57,28.26
Pau,2003,75.12,23.92
Pau,2006,69.27,27.8
Pau,2010,68.87,18.4
Pau,2012,75.7,19.92
Pau,2015,74.02,22.05
Paüls,1980,39,10
Paüls,1984,47.59,50.66
Paüls,1988,49.58,46.65
Paüls,1992,50.11,46.39
Paüls,1995,47.36,52.42
Paüls,1999,41.18,58.37
Paüls,2003,50.41,49.18
Paüls,2006,51.82,47.45
Paüls,2010,59.37,37.73
Paüls,2012,59.68,39.25
Paüls,2015,68.06,30.1
Pedret i Marzà,1980,25.35,12.68
Pedret i Marzà,1984,84.09,10.23
Pedret i Marzà,1988,76.47,17.65
Pedret i Marzà,1992,74.6,19.05
Pedret i Marzà,1995,55.13,42.31
Pedret i Marzà,1999,65.75,30.14
Pedret i Marzà,2003,57.5,38.75
Pedret i Marzà,2006,59.42,40.58
Pedret i Marzà,2010,54.55,30.68
Pedret i Marzà,2012,66.67,29.52
Pedret i Marzà,2015,64.96,30.77
Penelles,1980,36.75,35.9
Penelles,1984,71.62,22.16
Penelles,1988,62.5,32.32
Penelles,1992,61.49,36.65
Penelles,1995,65.32,34.39
Penelles,1999,66.67,31.65
Penelles,2003,66.77,32.59
Penelles,2006,68.65,30.56
Penelles,2010,69.14,19.34
Penelles,2012,83.27,15.27
Penelles,2015,85.16,12.37
"Pera, la",1980,68.59,9.95
"Pera, la",1984,87.33,9.95
"Pera, la",1988,81.07,13.11
"Pera, la",1992,88.89,8.97
"Pera, la",1995,83.68,15.9
"Pera, la",1999,85.84,13.27
"Pera, la",2003,81.96,16.86
"Pera, la",2006,75.62,21.49
"Pera, la",2010,69.92,15.25
"Pera, la",2012,90.11,7.33
"Pera, la",2015,89.86,8.33
Perafita,1980,63.73,10.36
Perafita,1984,85.32,11.47
Perafita,1988,84.79,11.52
Perafita,1992,90.64,9.36
Perafita,1995,87.8,12.2
Perafita,1999,87.27,11.36
Perafita,2003,82.3,17.26
Perafita,2006,80,17.67
Perafita,2010,72.85,7.24
Perafita,2012,88.89,7.41
Perafita,2015,86.04,9.06
Perafort,1980,32.34,29.36
Perafort,1984,66.81,27.16
Perafort,1988,61.4,30.7
Perafort,1992,67.59,28.24
Perafort,1995,70.36,29.29
Perafort,1999,63.7,34.32
Perafort,2003,61.89,37.6
Perafort,2006,55.69,42.42
Perafort,2010,52.78,35.12
Perafort,2012,53.38,40.71
Perafort,2015,44.96,49.36
Peralada,1980,40.82,32.5
Peralada,1984,74.2,24.65
Peralada,1988,72.39,24.08
Peralada,1992,74.23,24.08
Peralada,1995,69.82,29.79
Peralada,1999,69.3,29.51
Peralada,2003,69.73,29.34
Peralada,2006,66.04,33.08
Peralada,2010,61.47,22.95
Peralada,2012,77.62,18.88
Peralada,2015,75.14,21.89
Peramola,1980,46.19,9.05
Peramola,1984,87,11
Peramola,1988,83.88,14.88
Peramola,1992,88.35,9.64
Peramola,1995,82.71,15.79
Peramola,1999,77.57,22.06
Peramola,2003,76.59,23.02
Peramola,2006,69.27,30.73
Peramola,2010,69.42,22.82
Peramola,2012,80,17.73
Peramola,2015,80.97,15.49
"Perelló, el",1980,43.57,30.42
"Perelló, el",1984,60.51,33.96
"Perelló, el",1988,56.75,39.62
"Perelló, el",1992,63.81,34.17
"Perelló, el",1995,67.19,32.73
"Perelló, el",1999,62.8,36.28
"Perelló, el",2003,66.82,32.14
"Perelló, el",2006,63.23,35.77
"Perelló, el",2010,60.87,28.73
"Perelló, el",2012,72.48,22.83
"Perelló, el",2015,82.18,14.94
Piera,1980,48.74,39.02
Piera,1984,65.62,30.96
Piera,1988,63.34,33.2
Piera,1992,65.9,30.36
Piera,1995,63.52,35.82
Piera,1999,54.72,42.81
Piera,2003,54.12,44.3
Piera,2006,48.68,48.38
Piera,2010,49.09,40.44
Piera,2012,48.02,44.06
Piera,2015,44.75,50.99
"Piles, les",1980,28.85,38.46
"Piles, les",1984,50.85,44.07
"Piles, les",1988,64.62,30.77
"Piles, les",1992,61.54,27.69
"Piles, les",1995,73.81,25
"Piles, les",1999,71.11,23.33
"Piles, les",2003,76.42,23.58
"Piles, les",2006,60.95,32.38
"Piles, les",2010,53.92,23.53
"Piles, les",2012,75.19,18.6
"Piles, les",2015,83.33,14.49
Pineda de Mar,1980,37.72,40.41
Pineda de Mar,1984,53.06,42.21
Pineda de Mar,1988,50.21,43.47
Pineda de Mar,1992,55.81,38.66
Pineda de Mar,1995,51.58,47.12
Pineda de Mar,1999,45.95,52.02
Pineda de Mar,2003,46.24,52.28
Pineda de Mar,2006,44.61,52.78
Pineda de Mar,2010,43.59,46.42
Pineda de Mar,2012,42.99,50.11
Pineda de Mar,2015,41.55,55.4
"Pinell de Brai, el",1980,14.18,34.51
"Pinell de Brai, el",1984,51.71,47.15
"Pinell de Brai, el",1988,45.3,49.23
"Pinell de Brai, el",1992,60.74,37.41
"Pinell de Brai, el",1995,51.76,47.44
"Pinell de Brai, el",1999,49.01,49.17
"Pinell de Brai, el",2003,55.59,43.98
"Pinell de Brai, el",2006,54.15,44.73
"Pinell de Brai, el",2010,51.37,39.74
"Pinell de Brai, el",2012,66.72,29.6
"Pinell de Brai, el",2015,67.42,28.64
Pinell de Solsonès,1980,55.81,3.1
Pinell de Solsonès,1984,65.22,33.15
Pinell de Solsonès,1988,76.13,20.65
Pinell de Solsonès,1992,83.33,13.33
Pinell de Solsonès,1995,80.42,18.88
Pinell de Solsonès,1999,76.76,21.83
Pinell de Solsonès,2003,85.43,14.57
Pinell de Solsonès,2006,78.83,18.98
Pinell de Solsonès,2010,64.14,19.31
Pinell de Solsonès,2012,84.5,12.4
Pinell de Solsonès,2015,82.76,13.1
Pinós,1980,45.02,2.84
Pinós,1984,84.65,13.69
Pinós,1988,91.94,6.16
Pinós,1992,93.37,6.12
Pinós,1995,86.36,13.13
Pinós,1999,82.26,16.67
Pinós,2003,83.72,15.35
Pinós,2006,80.53,18.95
